time,addr,bus,data
0.11713999999978242,1089536,0,ab06bc00000000
0.1228439999998514,1089537,0,06000000000000
3.983405999999782,34643974,0,ff01ff0000008000
3.983691999999781,103325697,0,002f000013000060
3.986967999999983,102277121,0,002805882929c100
3.9874059999999822,35168262,0,0000000000000000
3.987439999999779,135307286,0,00045a00
3.9876999999999825,1089542,0,0000000000000000
3.9879959999999812,2662406,0,7e37ed7fe0000000
3.991329999999941,102277121,0,002805872929c100
3.9917579999999404,35168262,0,0000000000000000
3.9920519999999406,1089542,0,0000000000000000
3.9923479999999394,2662406,0,7e27ed7fe0000000
3.9926359999999406,34643974,0,ff02ff0000008000
3.9929219999999397,103325697,0,002f000013000060
3.999720000000057,169385985,0,0000812e10f32c00
4.000720000000058,135700737,0,06c2ffff7fffffff
4.001399999999805,135307286,0,00046900
4.001716000000059,102277121,0,002905872929c200
4.0019319999997585,135307286,0,00047800
4.0021400000000575,35168262,0,0000000000000000
4.002434000000058,1089542,0,0000000000000000
4.0027300000000565,2662406,0,7e27ed7fe0000000
4.003018000000058,34643974,0,ff03ff0000008000
4.003310000000059,103325697,0,002f000013000060
4.007785999999715,169648129,0,0000000000000180
4.008777999999715,169385995,0,00863e0400000000
4.015620000000084,102277121,0,002805872929c100
4.015994000000084,35168262,0,0000000000000000
4.016288000000085,1089542,0,0000000000000000
4.016584000000083,2662406,0,7df7ed7fe0000000
4.016876000000085,34643974,0,ff04ff0000008000
4.017162000000084,103325697,0,002f000013000060
4.028611999999747,135307286,0,00048700
4.0311679999997025,102277121,0,002805892929c100
4.031575999999703,35168262,0,0000000000000000
4.031869999999703,1089542,0,0000000000000000
4.032165999999702,2662406,0,7df7ed7fe0000000
4.0324579999997,34643974,0,ff05ff0000008000
4.032745999999701,103325697,0,002f000013000060
4.033029999999702,169385990,0,0000000000000000
4.03604599999986,102277121,0,0028058b2929c100
4.036489999999862,35168262,0,0000000000000000
4.036507999999703,135307286,0,00049600
4.0367199999997005,169386006,0,00000000
4.036783999999862,1089542,0,0000000000000000
4.037079999999861,2662406,0,7e17ed7fe0000000
4.037109999999913,135307286,0,0004a500
4.037367999999862,34643974,0,ff06ff0000008000
4.037613999999817,2662406,0,7e17ed7fe0000000
4.03765599999986,103325697,0,002f000014000060
4.037901999999818,34643974,0,ff07ff0000008000
4.0382059999996684,103325697,0,002f000014000060
4.039897999999717,102277121,0,0027058b2929c100
4.040319999999717,35168262,0,0000000000000000
4.040613999999717,1089542,0,0000000000000000
4.050785999999736,169385985,0,0000812e10f32c00
4.052367999999937,135307286,0,0004b400
4.052777999999737,102277121,0,002705882929c000
4.0531999999997375,35168262,0,0000000000000000
4.053493999999738,1089542,0,0000000000000000
4.053789999999736,2662406,0,7e37ed7fe0000000
4.054077999999738,34643974,0,ff08ff0000008000
4.054363999999737,103325697,0,002f000014000060
4.055771999999994,135307286,0,0004c300
4.059065999999898,169648129,0,0000000000000180
4.0598359999999545,35168262,0,0000000000000000
4.060681999999897,102277121,0,002705892828c000
4.064811999999812,1089542,0,0000000000000000
4.06510799999981,2662406,0,7e37ed7fe0000000
4.0653959999998115,34643974,0,ff09ff0000008000
4.065679999999812,103325697,0,002f000014000060
4.068871999999661,135307286,0,0004d200
4.072468000000022,102277121,0,002705892828c000
4.072882000000021,35168262,0,0000000000000000
4.0731760000000214,1089542,0,0000000000000000
4.07347200000002,2662406,0,7e17ed7fe0000000
4.073760000000021,34643974,0,ff0aff0000008000
4.074044000000022,103325697,0,002f000014000060
4.075905999999975,135307286,0,0004e100
4.08511800000004,102277121,0,002705892828c000
4.08562200000004,35168262,0,0000000000000000
4.08591600000004,1089542,0,0000000000000000
4.086212000000042,2662406,0,7e17ed7fe0000000
4.08650000000004,34643974,0,ff0bff0000008000
4.086792000000042,103325697,0,002f000013000060
4.09045000000004,135307286,0,0004f000
4.092717999999952,102277121,0,002705892828c000
4.093133999999953,35168262,0,0000000000000000
4.093427999999953,1089542,0,0000000000000000
4.093723999999952,2662406,0,7df7ed7fe0000000
4.094015999999954,34643974,0,ff0cff0000008000
4.094299999999951,103325697,0,002f000013000060
4.102568000000069,135307286,0,00040f00
4.105242000000068,169385985,0,0000812e10af2c00
4.105395999999974,135307286,0,00041e00
4.106244000000068,135700737,0,06c2ffff7fffffff
4.10723800000007,102277121,0,002705892828c000
4.1076360000000705,35168262,0,0000000000000000
4.107930000000067,1089542,0,0000000000000000
4.108226000000069,2662406,0,7df7ed7fe0000000
4.108518000000068,34643974,0,ff0dff0000008000
4.10880400000007,103325697,0,002f000013000060
4.110715999999883,169648129,0,0000000000000180
4.111721999999883,169385995,0,00863e0400000000
4.112705999999886,102277121,0,002705892929c000
4.113189999999886,35168262,0,0000000000000000
4.1134839999998825,1089542,0,0000000000000000
4.11471399999979,2662406,0,7df7ed7fe0000000
4.115005999999791,34643974,0,ff0eff0000008000
4.115291999999791,103325697,0,002f000013000060
4.118816000000095,135307286,0,00042d00
4.121579999999998,102277121,0,002805842828c000
4.121981999999999,35168262,0,0000000000000000
4.122275999999999,1089542,0,0000000000000000
4.122571999999998,2662406,0,7df7ed7fe0000000
4.122864,34643974,0,ff0fff0000008000
4.123149999999999,103325697,0,002f000013000060
4.123434,169385990,0,0000000000000000
4.125591999999905,135307286,0,00043c00
4.125805999999905,169386006,0,00000000
4.13381399999977,2662406,0,7e27ed7fe0000000
4.134101999999771,34643974,0,ff00ff0000008000
4.13438799999977,103325697,0,002f000013000060
4.136289999999718,102277121,0,002805772929c000
4.136793999999721,35168262,0,0000000000000000
4.136799999999724,35168262,0,0000000000000000
4.137087999999721,1089542,0,0000000000000000
4.137211999999828,1089542,0,0000000000000000
4.137713999999928,2662406,0,7e27ed7fe0000000
4.138001999999929,34643974,0,ff01ff0000008000
4.138041999999771,135307286,0,00044b00
4.13820400000003,103325697,0,002f000013000060
4.139390000000077,102277121,0,002b05772828c100
4.149956000000099,169385985,0,0000802e10332b00
4.151693999999793,135307286,0,00045a00
4.151952000000097,102277121,0,002b05752828c100
4.1523600000000975,35168262,0,0000000000000000
4.152654000000098,1089542,0,0000000000000000
4.1529500000001,2662406,0,7e27ec7fe0000000
4.1532400000001,34643974,0,ff02ff0000008000
4.153526000000099,103325697,0,002f000013000060
4.1557919999997,135307286,0,00046900
4.160958000000015,169648129,0,0000000000000180
4.162942000000015,102277121,0,002b057d2828c100
4.163348000000017,35168262,0,0000000000000000
4.163642000000017,1089542,0,0000000000000000
4.165013999999669,2662406,0,7e27ec7fe0000000
4.165303999999669,34643974,0,ff03ff0000008000
4.16559599999967,103325697,0,002f000013000060
4.169059999999973,135307286,0,00047800
4.1725899999999285,102277121,0,002905802828c200
4.172973999999929,35168262,0,0000000000000000
4.173267999999929,1089542,0,0000000000000000
4.173563999999931,2662406,0,7e07ed7fe0000000
4.173853999999931,34643974,0,ff04ff0000008000
4.17413999999993,103325697,0,002f000013000060
4.175785999999885,135307286,0,00048700
4.18536399999995,102277121,0,002805802828c100
4.1856659999999515,35168262,0,0000000000000000
4.185959999999952,1089542,0,0000000000000000
4.1862559999999505,2662406,0,7e07ed7fe0000000
4.18654599999995,34643974,0,ff05ff0000008000
4.186833999999951,103325697,0,002f000013000060
4.190511999999952,135307286,0,00049600
4.19257599999991,102277121,0,002805812828c000
4.192949999999911,35168262,0,0000000000000000
4.193243999999911,1089542,0,0000000000000000
4.1935399999999134,2662406,0,7e07ee7fe0000000
4.193829999999913,34643974,0,ff06ff0000008000
4.194117999999911,103325697,0,002f000013000060
4.201817999999978,135307286,0,0004a500
4.202013999999782,135307286,0,0004b400
4.204381999999978,169385985,0,0000802e10332c00
4.205385999999976,135700737,0,06c2ffff7fffffff
4.206409999999686,169385995,0,00863e0400000000
4.206613999999977,102277121,0,002805832828c000
4.2068959999999755,1089542,0,0000000000000000
4.207191999999978,2662406,0,7e07ee7fe0000000
4.2074819999999775,34643974,0,ff07ff0000008000
4.20762200000004,169648129,0,0000000000000180
